"num","team","total_epa","auto_cycles","auto_points","teleop_cycles","teleop_points","total_cycles","total_points","links","cube_cycles","cube_points","cone_cycles","cone_points","bot_cycles","mid_cycles","top_cycles","fouls_committed","fouls_drawn","capped_fouls_committed","capped_fouls_drawn"
"6904","TeraWatts","21.5","0","0.2","2.9","5.8","2.9","8.8","0.5","2.7","5.2","0.3","0.8","2.2","1","-0.3","3.1","2.5","2.5","1.6"
"7858","Warriors","21.5","0.9","2.9","2.9","5.7","3.8","13.4","1","2.2","3.8","1.6","4.8","3.8","-0.1","0.1","0.7","0.6","0.9","0.6"
"8711","The Midnight Ostrich Runners","21.5","0.9","5.5","3.3","11","4.3","19.8","0.7","3.1","10.6","1.1","5.9","1.5","0.5","2.2","1.5","2.6","1.5","2.6"
"7509","Brainstorm Robotics","21.5","0.8","4.4","2.5","7.3","3.3","14.7","0.6","2.2","7.7","1.1","4","1.5","0.6","1.2","0.2","0.9","0.2","1"
"9024","Callister","21.5","0.8","3.5","2.1","5.5","2.9","11.7","0.5","2.1","6.4","0.8","2.5","1.6","0.8","0.5","1.8","3.8","2.4","3"
"6402","GOKTURKLER","21.5","0.5","2","2.2","7.4","2.7","9.6","0","2.2","7.6","0.4","1.9","1","0.7","1","1.5","0.2","1.5","0.2"
"9073","FAVikings","21.5","0.6","1.6","1.5","5.2","2.1","9.8","0.6","1.1","3.7","1.1","3.2","1.2","0.3","0.6","2.9","2.6","3.2","2.2"
"9044","TeraViks","21.4","0.9","4.5","1.2","4.4","2.1","11.5","0.5","1","4.2","1.1","4.7","1.4","-0.7","1.5","0.7","0.3","1.1","0.5"
"8626","Cyber Sailors","21.4","0.7","3","2.7","7.8","3.4","15","0.8","1","3.5","2.4","7.3","0.9","2.2","0.4","0","1.2","0","1.2"
"7163","A.I. Metal Pies","21.4","0.7","1.9","3.2","8.6","3.9","15.6","1","3.4","8","0.5","2.5","3.4","-0.2","0.8","1","3.4","0.2","3"
"4319","Ladies FIRST","21.4","1.2","5.3","2.4","5.1","3.5","12.6","0.4","3.5","9.2","0","1.2","2.8","0","0.7","1.9","1.6","1.9","1.6"
"4295","Hudson Stingers","21.4","0.7","2","1.3","3.2","2","6.5","0.3","1.6","3.5","0.5","1.7","2.2","-0.5","0.3","2.9","0.1","2.9","0.1"
"1288","RAVEN Robotics","21.4","0.8","2.3","2.7","8.2","3.5","14.5","0.8","1.8","4.6","1.8","6","2.1","0.7","0.7","3","0.4","3","0.4"
"5988","Narooma High RoboRebels","21.4","0.8","2.2","1.9","7.1","2.7","11.1","0.4","2","6.4","0.7","2.9","1.6","0.2","0.9","0","0.9","0","1.1"
"7248","Tactical Hams","21.4","0.8","2.8","2.2","6.4","3.1","12.1","0.6","2","5.6","1.1","3.5","1.8","0.9","0.4","1.1","0.9","1.1","0.9"
"8612","Squires Robotics","21.4","0.7","2.4","2.1","5.2","2.9","10.3","0.5","2.5","6.5","0.3","1","2.7","-0.4","0.5","0.6","1.1","0.6","1.2"
"8767","Dark Horse Robotics","21.3","0.2","0.9","2.6","11.8","2.7","14","0.3","1.5","6.7","1.3","6","-0.1","0.7","2.1","0","0.4","0","0.3"
"5511","Cortechs Robotics","21.3","0.4","2","1.7","6.2","2.1","9","0.2","1.6","5.8","0.4","2.4","1","-0.2","1.3","5.5","2.4","5","0.5"
"4999","Momentum","21.3","0.3","1.8","2.6","9.3","3","14.8","0.7","1.6","5.1","1.4","6","0.8","0.8","1.4","3.4","0.1","3","0.4"
"8598","Electro-Knights","21.3","0.6","2.2","2.5","5.9","3.1","10.6","0.5","1.7","4.3","1.3","3.9","1.3","1.9","-0.2","0.5","0.5","0.4","0.7"
"7915","Ripon Robotics","21.3","0.6","3.2","3.3","9.9","3.9","16.4","0.7","2.7","8.2","1.2","4.9","1.9","0.8","1.3","1.1","0.3","1.2","0.4"
"4375","Westend Gearbusters","21.3","1.1","3.3","1.5","7.2","2.6","9.8","-0.1","0.6","4","2","6.5","1.1","0.1","1.4","2.4","0","2.3","0"
"4827","Minerbotics","21.3","0.6","1.5","2.2","7.6","2.8","12.9","0.8","1","2.9","1.8","6.2","1.8","0.1","0.9","0.4","2.3","0.5","1.6"
"7634","New Hawks","21.3","1.2","4","1.6","4.8","2.8","11.6","0.5","1.6","4.1","1.2","4.8","2.1","0.1","0.6","1","0","1","0"
"6083","Overlooking","21.3","0.8","3","1.7","6","2.5","9.8","0.2","0.8","3.7","1.7","5.3","0.9","0.8","0.8","1.1","0","0.7","0"
"6817","10 Factorial","21.3","0.6","3.1","1.1","3.8","1.7","7.5","0.1","1","4.4","0.7","2.5","0.3","0.7","0.7","1.4","1.6","1.6","1.6"
"7031","Duanesburg Jr./Sr. High School","21.3","0.9","3.7","2","5.1","2.9","13.5","0.9","2.5","6.6","0.5","2.2","1.5","1.3","0.3","3.9","0","3.5","0.1"
"2016","Mighty Monkey Wrenches","21.3","0.3","1.6","2.5","9.5","2.8","13","0.4","1","4.2","1.8","6.9","1","0.1","1.7","3.3","2.6","2.4","2.6"
"2079","4H ALARM Robotics","21.3","0.6","4","2","5.8","2.6","11.4","0.3","2.7","9","-0.1","0.7","1.1","0.3","1.2","1.5","1.1","1.6","0.5"
"8080","Sequoyah Robotics","21.2","0.5","3.1","3.2","8.1","3.7","16.7","1.1","3.2","8.8","0.5","2.4","2.6","0","1.1","0.3","0.3","0.3","0.5"
"8762","Anemurium Robotics Team","21.2","0.9","4.1","2.2","9.1","3.1","13.9","0.1","2.7","11.4","0.5","1.8","0.6","0.8","1.8","2.7","0.1","2.7","1.2"
"5103","Jaegernauts","21.2","0","0","2.8","6.8","2.8","9.9","0.6","2.5","5.9","0.3","0.8","2.6","-0.3","0.6","0","0.3","0","0.3"
"9051","G-P Robotics: Symbiosis","21.2","0","-0.3","2.4","7.5","2.5","10.4","0.6","1.6","3.9","0.9","3.3","1.2","0.7","0.5","0","0.5","0","0.5"
"5494","Bizarbots Robotics","21.2","1","5.5","2","7.3","3","14.2","0.3","2.2","7.8","0.7","5.1","0.7","0.4","1.9","2.2","0.8","2","0"
"6854","Viking Robotics","21.2","1.1","5.4","2.1","6.3","3.2","14.3","0.5","2.5","8.8","0.7","2.9","1.9","-0.2","1.5","0","2","0","2.1"
"6888","FRC Team 6888","21.2","0.5","1.8","2.2","7.6","2.7","11.8","0.5","1.6","4.6","1.1","4.8","1.4","0.1","1.2","0.9","0.7","1.3","0.5"
"8796","MEF Robotics","21.2","0.8","2.8","2.1","6.5","2.9","11.6","0.4","1.2","4.8","1.7","4.5","2","0","0.9","2.7","2.2","2.7","2.2"
"2511","Cougars","21.1","0.2","1.4","1.7","6.4","1.9","8.4","0.1","0.7","2.4","1.2","5.3","0","0.9","1","0.8","0.5","1.7","0.7"
"3759","SMARTBOTS","21.1","0.3","1.1","2.7","6.9","3","10.4","0.5","1.6","4","1.4","4","2","0.7","0.4","0.1","1.6","0.4","2"
"5150","Hybrid Hornets","21.1","0.4","1.1","3.1","8.4","3.5","13.4","0.8","3.6","9.5","-0.1","-0.1","2.5","0.4","0.6","1.4","0.7","1.5","0.8"
"8590","CAVBOTICS","21.1","1","5.8","2","8.9","3","17.4","0.5","1.9","8.3","1.1","6.4","0.5","-0.2","2.6","5.6","1.4","2.9","1.9"
"5224","Panther Power","21.1","0.8","2.5","2.5","8.5","3.3","13.6","0.5","2.8","9.5","0.4","1.5","1.4","0.9","0.9","1.7","0.2","0.5","0.3"
"6528","Terror Bytes","21.1","0.8","3.3","2.8","9.8","3.7","16.5","0.7","1.4","5.5","2.3","7.6","1.8","0.3","1.5","0","3.3","0.2","3.4"
"7177","Amal tayibe","21.1","0.6","3.2","2.2","6.3","2.8","10.4","0.2","2.1","7.2","0.6","2.2","1.6","0.2","1","4.4","1.3","3.6","1.9"
"3794","Tecmilenio WinT","21.1","0.4","1.2","1.9","8.4","2.3","9.9","0.1","1.2","4.2","1.1","5.4","0.8","-0.1","1.6","1.4","2","1.5","2.2"
"8385","Metal Madness","21.1","1.2","4.4","3.6","8.5","4.7","18.8","1.2","4.3","11.2","0.4","1.6","3.9","0.2","0.7","1.3","0.7","1.2","0.6"
"4181","Quack Attack","21.1","0.4","1","3.2","9.6","3.6","14.3","0.7","1.3","2.9","2.3","7.8","2.7","-0.1","1.1","1.1","0","1","0"
"7656","MC Hammers","21.1","0.2","1.1","2.6","11","2.9","15.6","0.7","1.4","5.5","1.4","6.7","0.7","0.1","2","0.6","0.1","0.6","0.2"
"9252","Wingspan","21.1","0.5","2","2.4","6","3","10","0.4","2.3","5.6","0.6","2.4","2.3","0.2","0.5","1.7","0","1.8","0"
"339","Kilroy Robotics","21.1","0.3","0.8","2.5","5.4","2.8","10","0.8","2.4","5.4","0.4","0.8","2.6","0.2","0","2","1.2","2.8","1.2"
"3748","Ragnarok Robotics","21","0.8","2.5","2.4","7.4","3.2","14.3","0.9","2.7","7.9","0.4","2","2","0.3","0.9","2.3","0.8","2.4","0.8"
"5293","Metal Crusaders","21","0.2","0.8","2.5","6.9","2.8","11.3","0.7","2.3","5.6","0.5","2.1","2.1","0","0.6","2.5","0","2.6","0"
"5422","Stormgears FRC","21","0.8","3.9","3","9.3","3.8","16.1","0.6","2.2","7.5","1.6","5.8","1.5","1.1","1.3","0.9","0","0.8","0"
"8240","Atatürk Robotics","21","0.6","3.2","2.8","10.2","3.4","14.7","0.3","3.6","13.1","-0.2","0.3","1.3","0.4","1.9","2.3","4.6","2.9","3.9"
"1997","STAG Robotics","21","0","-0.3","3","11.3","3","13.2","0.4","1.8","5.4","1.2","5.6","1.3","0","1.7","0.1","0.2","0.4","0.3"
"2152","S*M*A*S*H","21","0.1","0.6","3","7.9","3.1","10.9","0.5","1.6","4.1","1.5","4.4","1.5","1.2","0.4","1.9","0.2","1.5","0.2"
"5401","Fightin' Robotic Owls","21","0.7","2","2.7","9.5","3.4","13.9","0.5","1.6","5.5","1.8","6.1","1.1","1.4","0.9","0","0.5","0.1","0.7"
"7130","Future Shock","21","0.7","2.3","3.1","7.4","3.8","14.5","0.9","3.7","9.6","0","0.1","2.6","1","0.2","0.6","0.8","0.6","0.8"
"9282","PrepaTec- SINAVOLT","21","1","4","2.3","4.6","3.3","11.9","0.7","3.1","7.9","0.2","0.7","2.2","1.1","-0.1","2.5","0","2.8","0.3"
"6652","Tigres","21","0.5","2.6","2.2","7.1","2.7","11.3","0.3","1.8","5.4","0.9","4.2","1.4","0.1","1.2","2.1","1.6","2","1.8"
"2068","Metal Jackets","21","0.7","3.2","2.6","11.1","3.3","17.6","0.7","1.9","6.9","1.4","7.5","0.9","0.1","2.3","2.7","2.5","2.7","1.6"
"3653","Botcats","21","0.8","2.2","1.8","6.3","2.6","10.6","0.4","1.2","3.8","1.5","4.8","2.2","-0.6","1","0","1.6","0","1.4"
"188","Blizzard","20.9","0.9","3.8","1.9","6.2","2.8","10.9","0.2","2.4","7.7","0.4","2.3","1.2","0.8","0.9","2.7","0.2","2.7","0.4"
"2531","RoboHawks","20.9","0.1","0.5","2.8","6.4","2.8","10.4","0.7","2.2","4.7","0.7","2.2","2.2","0.3","0.3","0","0.5","0","0.5"
"3936","RoboBlitz 3936","20.9","1.1","6.9","2.2","7","3.3","16.7","0.6","1.1","6","2.1","7.9","0.8","0.5","1.9","3.3","0","3.8","0.2"
"4656","Rock Solid Robotics","20.9","0.9","4.1","2.3","9.7","3.2","17.6","0.7","1.3","5.3","1.9","8.6","1","-0.1","2.3","1.5","0.2","1","0.2"
"6200","PrepaTec - XRAMS","20.9","0.2","0.9","2.5","6.8","2.7","9.4","0.3","2.3","6.8","0.4","0.9","1.7","0.5","0.5","0.3","2","0.5","2"
"5503","Smithville Tiger Trons","20.9","0.4","1","2.5","5.3","2.9","9.4","0.6","1.4","3.5","1.4","2.8","2.6","0.3","0","0","0.5","0","0.6"
"7713","The Sons & Daughters of Iva...","20.9","0.7","3.2","2.8","8","3.5","13.9","0.5","2.9","9","0.6","2.3","1.9","0.5","1.1","2.1","0.7","1.9","0.8"
"5331","Lightning Bots","20.9","0.7","1.8","2.2","3.3","2.9","9.8","0.9","3.1","6.3","-0.2","-1.2","3.2","0.2","-0.5","2.3","2.3","2","2.3"
"5678","Knightrise","20.9","0.4","1.3","3","5.3","3.4","10.9","0.9","3.2","6.8","0.2","-0.2","3.3","0.4","-0.3","0","0","0","0"
"3023","STARK Industries","20.9","0.1","0.4","1.6","5.3","1.6","5.1","-0.1","1.6","5.4","0","0.3","1","-0.2","0.9","1","0.6","1","0.6"
"4723","Tecmilenio - EARTH - 4723","20.9","0","-0.1","2.7","6.8","2.7","10.5","0.8","2.8","6.8","0","-0.1","1.9","0.4","0.3","0","0","0","0"
"1977","The PowerSquids","20.9","0.9","3.6","2.3","6.2","3.1","13","0.6","2.1","5.7","1","4.1","1.6","1.1","0.5","3.8","0","3","0"
"9080","ENIGMA","20.8","0.8","1.8","2.6","8.1","3.4","14.6","0.9","0.3","1.1","3.1","8.7","2.5","0.2","0.7","5.5","2.2","3.8","2.3"
"4089","Stealth Robotics","20.8","0.1","0.4","2.7","8.3","2.8","10.1","0.3","0.2","1.4","2.5","7.3","0.7","1.4","0.6","5.7","3","2.5","2.9"
"7048","Red River Rage","20.8","0.8","2.9","1.8","6.8","2.6","12.3","0.5","1","3.4","1.7","6.3","0.8","1","0.9","2.1","2","2","2.1"
"8750","Tarpontron1cs","20.8","0.7","4.6","2.4","7.5","3","15.4","0.7","1.7","6.8","1.4","5.2","1.4","-0.2","1.8","1.4","3.3","1.4","2.7"
"5501","Bobcats","20.8","0.5","2.3","2.5","7.7","3","11.2","0.2","3.2","10.3","-0.2","-0.3","1.3","0.9","0.8","1.1","0","1.1","0"
"1943","Neat Team","20.8","0.4","0.5","2.7","7.7","3.1","11","0.6","2.4","6.4","0.8","1.9","2.1","0.8","0.3","0.4","3","0.6","2.9"
"8422","Husky Howlers","20.8","0.6","2","2.2","9.5","2.8","13.2","0.3","0.4","2.7","2.4","8.9","1.3","-0.3","2","0.7","1.2","0.9","1.2"
"3835","Vulcan","20.8","0.8","4.4","2.7","6.2","3.5","15.1","0.9","2.9","8.1","0.6","2.4","2.4","0.3","0.8","2.5","0.2","2.5","0.2"
"7768","The Automatons","20.8","1","6.1","1.7","4.6","2.7","12.1","0.3","1.6","6.7","1.1","3.9","1.1","0.3","1.3","2.1","2.6","2.1","2.5"
"9301","PrepaTec Chihuahua- MechRams","20.8","0.9","4.8","1.7","4","2.6","11","0.4","2.5","8.1","0.2","0.7","1.5","0.4","0.8","1.6","1.9","2","2.2"
"7439","QUBIT","20.8","1","5.1","1.9","6.6","2.9","12","0","3","11.6","-0.1","0.2","0.9","0.5","1.4","1.1","1.7","1","1.8"
"9235","ThunderBolts","20.8","0.7","4.7","2.1","6.4","2.9","11.1","0","2.7","10","0.2","1.1","0.6","1.1","1.2","1.4","2.2","1.8","2.7"
"4816","Gadget Girls","20.8","0.9","3","1.8","4.5","2.7","10.9","0.7","2.1","5.9","0.6","1.6","2.4","-0.1","0.4","4.8","2.7","4.4","2.8"
"6135","Arctos","20.8","0.7","2.3","1.9","6.3","2.6","10.2","0.3","1.4","4.5","1.2","4.1","1.9","-0.3","1","5.4","0","4.5","0"
"6333","Scavenger Robotics","20.8","0.7","2.3","2.6","7.6","3.3","13.6","0.7","1.4","3.7","1.9","6.2","2.8","-0.5","1","1.2","4","1.3","2.6"
"3196","Team SPORK","20.7","0.9","5.3","3.2","7.4","4.1","17.3","0.9","3.6","11.2","0.5","1.5","2.8","0.2","1.1","3.8","2.5","1.1","2.5"
"9004","Obama Academy Eagles Robotics","20.7","0.9","3.2","1.9","7.1","2.7","10.8","0.1","0.9","3.1","1.8","7.2","0.9","0.8","1.1","0.9","0","1.1","0"
"8261","PROGRESSUS","20.7","-0.1","0.1","3","6","2.9","9.2","0.6","1.6","2.8","1.3","3.2","2.9","-0.2","0.1","0.8","1.9","1.2","0.2"
"8704","LCMR","20.7","0.7","2.1","2.2","6.5","2.9","13.8","1","2","5.8","0.8","2.9","2.5","-0.5","0.9","1.7","0.9","1.7","0.9"
"9191","My Chemical Robots","20.7","0.7","2.9","1.4","3.8","2.1","7.8","0.2","1.2","4.6","1","2.1","1.4","0.2","0.5","5.7","0.1","5.4","0.2"
"5968","Little Apple Cyborgs","20.7","0.3","0.6","2","4.6","2.3","7.7","0.5","1.9","4.7","0.4","0.5","2","0.4","0","1.3","0.4","1.3","0.4"
"6860","Equitum Robotics","20.7","0.4","2.4","1.8","5.3","2.3","10.9","0.6","1.8","5.2","0.4","2.5","1.4","-0.2","0.9","6.1","3","4.2","2.5"
"7671","Fire Hazard","20.7","1.1","4.2","2.6","5","3.6","14.3","1","0","0.9","3.7","8.3","3.3","0.1","0.2","0.7","0.2","0.5","0"
"9303","PORTAL","20.7","0.4","1.6","2.7","8.1","3.1","13.5","0.7","2.7","7.2","0.4","2.6","1.9","0.2","1","1.7","1.4","1.7","1.4"
"847","PHRED","20.7","0.8","5","1.8","6.4","2.6","12.3","0.2","1.7","7.5","0.9","3.9","0.8","0","1.8","5.9","2.8","4","4"
"2095","Direct Current","20.7","0","-0.6","3.7","9.2","3.6","13.3","0.9","2.9","6.3","0.7","2.3","2.6","0.8","0.2","0","0.1","0.2","0.2"
"3245","Ravens","20.7","0.2","1.7","3.2","10.8","3.4","15.2","0.5","1.6","5.7","1.8","6.8","1.3","0.5","1.6","1.3","2.3","1.7","1.5"
"5970","Beavertronics","20.7","0.5","1.2","2","5.5","2.6","9.4","0.5","1","2.5","1.6","4.1","2.4","-0.3","0.4","0","0","0.6","0.5"
"5658","STORMBOTICS","20.6","0.2","0.4","2.7","9.2","2.9","11.2","0.3","1.6","4.8","1.3","4.8","0.9","1.2","0.8","2.2","5.3","2.2","4.5"
"4828","RoboEagles","20.6","0.4","2.3","3.2","14.6","3.6","21","0.8","0.7","3.7","2.8","13.1","0.1","0.5","3","0.6","0.7","1","0.6"
"9031","Warsaw High School","20.6","0.3","0.3","1.9","6.4","2.2","9.2","0.5","1.1","3.4","1.1","3.8","1.6","-0.4","1","0.4","0","1.2","0"
"5596","Wolverines","20.6","0.7","2.7","3.1","8.1","3.8","14.9","0.8","2.5","7.1","1.3","3.7","2.3","1","0.5","1.2","0.2","0.9","0.2"
"4127","LoggerBots","20.6","-0.1","-0.2","2.4","8.1","2.3","9.2","0.2","1.6","6","0.7","1.9","0.7","0.8","0.8","0.1","1.9","0.1","1.2"
"6071","The Aluminators","20.6","0.6","2.6","1.9","5.7","2.5","9","0.1","2.1","7.2","0.4","1.2","1.4","0.4","0.8","1.6","4.8","0.9","2.3"
"9045","North Lions SESI/SENAI","20.6","0.7","2.2","2.1","4.4","2.8","8.5","0.4","2.6","6.5","0.2","0.1","2.1","0.9","-0.2","0","0.6","0.1","0.4"
"2084","Robots by the C","20.5","0","0.5","2.3","8.1","2.3","10.6","0.4","0.3","1.5","2","7","0.7","0.5","1.1","0.7","0.4","0.9","0.3"
"8075","CyberTigers","20.5","0.1","0.3","2.5","5.7","2.6","9.4","0.7","1.8","3.7","0.7","2.3","1.9","0.5","0.1","2.1","4.6","1.9","3.2"
"3459","Team PyroTech","20.5","0.7","3.3","2.1","8.5","2.8","14.9","0.6","2.1","6.9","0.8","5.1","1.6","-1","2.2","0.8","0","0.9","0"
"3925","Circuit of Life","20.5","0.1","0.7","2.9","11.8","2.9","13.9","0.3","1.5","6.1","1.4","6.3","0.1","1.1","1.8","0.8","1.2","0.8","1.1"
"3018","Nordic Storm","20.5","0.3","1.1","2.5","7.6","2.9","11.3","0.5","2.5","6.5","0.4","2.3","1.5","0.9","0.7","2.2","0.1","2.5","0.1"
"6059","System Overload Robotics","20.5","0.1","0.1","2.6","7.1","2.7","10.2","0.6","2.1","4.8","0.6","2.5","2.1","0","0.6","10.6","4.3","3.8","3.4"
"8166","INTECHNE","20.5","0.9","4","1.2","5","2.1","9.3","0.1","0.3","3.6","1.7","5.3","-0.4","1.8","0.7","4.4","8.1","3.5","5.3"
"617","Enginerds","20.5","1.1","3.1","1.9","4.8","3","10.4","0.5","2.2","6.8","0.8","1.2","2.3","0.5","0.2","0.5","3.3","1.2","3.3"
"2606","Irish Robotics","20.5","0.1","0.4","2.6","9.9","2.7","13.6","0.6","1.5","5.9","1.2","4.5","0.9","0.4","1.5","4","1.1","2.9","1.2"
"8748","Prepa Tecmilenio- DEROS","20.5","0.6","1.9","1.8","5.1","2.4","9.1","0.4","1.9","5.5","0.5","1.4","1.3","1","0.3","0.5","0","0.6","0"
"5732","ROBOTIGERS","20.5","0.9","5.3","2.6","8.8","3.6","16.8","0.5","1.5","5.6","2.1","8.5","0.8","1.1","1.6","1","2.7","1","2.9"
"9225","Evart Wildcats","20.5","0.6","1.9","3.4","6.6","4","14.1","1.1","3.6","7.1","0.5","1.4","4.2","-0.2","0","4.7","1.1","2.3","0.8"
"6948","EAGLES","20.5","0.6","3.2","2.8","7.9","3.4","11.8","0.1","1.5","4.9","1.9","6.2","1","1.9","0.6","0","2.3","0.1","3.3"
"8105","Apollo Black Cat - Peñoles","20.5","0.5","1.7","3","5.8","3.5","11.2","0.8","0.3","0.3","3.3","7.1","3.3","0.4","-0.2","1","3.6","1.4","2.7"
"8805","NKST36","20.5","0.5","1.6","3","6.7","3.5","10.9","0.5","3.4","9","0.1","-0.7","2.8","0.5","0.1","1.3","0.2","1.8","0.3"
"4229","Magnetech","20.4","0.4","0.9","2.6","9.8","3","14.2","0.7","2.3","7.1","0.8","3.7","1.4","0.3","1.3","1.5","1.8","1.5","1.7"
"4787","Axiom","20.4","0.7","4","1.7","4.2","2.4","9.6","0.3","1.6","5.7","0.8","2.5","1.2","0.4","0.8","1.6","0.7","1.6","0.7"
"5951","Makers Assemble","20.4","0.6","2","2.6","7","3.2","12.8","0.8","1.1","3.6","2.1","5.4","1.1","2.2","0","1.4","4.2","2.2","1.4"
"4192","Flower Mound Jaguar Robotics","20.4","1","3.5","4","12.3","4.9","20.5","1","2.7","7.9","2.2","7.9","1.8","2.2","0.9","0.8","0.7","1","0.8"
"7128","XLR8","20.4","0.7","1.9","2","6.6","2.7","9.5","0.2","2.2","6.6","0.6","2","1.6","0.6","0.7","2","0","1.9","0.4"
"7497","MARAHO","20.4","0.4","1","2","8.1","2.3","10.6","0.3","1.1","4.6","1.2","4.5","0.6","0.5","1.2","2.3","3.7","2.1","3"
"6230","Team Koi","20.4","0.2","-0.1","2.3","7.1","2.5","8.9","0.4","1.6","4.4","0.9","2.7","1.6","0.3","0.5","2.1","5","2.4","5.1"
"5449","Prototype","20.4","","","","","","","","","","","","","","","","","",""
"7725","PrepaTec - NUTS & VOLTS","20.4","0.7","2.3","2.9","6.3","3.7","13.4","0.9","3.1","7.5","0.5","1.1","3.3","0.3","0.1","0","0.1","0","0.1"
"2487","Mechanical Animals","20.4","-0.1","-0.1","3.7","11.9","3.6","15","0.6","2.5","8.2","1.1","3.6","1.5","0.8","1.3","1.2","0","1.2","0"
"3256","WarriorBorgs","20.4","0.8","3.3","2.6","9.1","3.4","15.9","0.7","0.8","4","2.6","8.4","1.3","0.7","1.3","1.3","3","1.3","3"
"8112","Cyclotrons","20.4","0","0.6","3.4","5.7","3.5","11","0.9","3.1","6.1","0.4","0.2","3.6","0.3","-0.3","1.2","0.5","1.5","0.6"
"1772","The Brazilian Trail Blazers","20.4","0.9","3.7","2.4","5.6","3.3","12.4","0.6","1.4","4.3","1.9","5","1.2","2.4","-0.2","1.6","2.9","1.3","2.8"
"4240","TroTek Warriors","20.3","0.2","0.8","2.7","6.1","2.8","8.2","0.3","1.9","4.7","0.9","2.2","2.4","0.1","0.3","3.6","0.2","3.8","0.3"
"7688","Creekside Robotics","20.3","1.1","3.6","1.9","5.3","2.9","10.5","0.3","2.6","7.8","0.3","0.9","1.9","0.6","0.4","3.8","4.7","2.5","3.4"
"8564","Disco Ducks","20.3","0.8","2.4","2","2.5","2.8","8.6","0.7","2.4","5.6","0.4","-0.7","3.3","-0.1","-0.4","0.7","0.2","0.8","0.2"
"1266","The Devil Duckies","20.3","0.3","1","3.4","6.5","3.7","11.3","0.8","3.5","8","0.1","-0.6","3.2","0.7","-0.3","0","0.8","0","1.5"
"404","⚒️ A.R.T. ⚒️","20.3","0.9","2.3","3.3","12","4.2","18","0.7","1.7","6.3","2.5","8.1","1.8","1","1.3","2.8","0","3.2","0.5"
"1716","Redbird Robotics","20.3","0","0","2.4","7.1","2.4","8.7","0.3","1.8","5.1","0.7","2","1.4","0.5","0.6","0.6","1.1","0.6","1.2"
"8550","The Jackson Alliance","20.3","0.3","1","2.2","4.9","2.4","9.7","0.7","1.8","4.3","0.6","1.6","2","0.2","0.2","0","2","0.1","1.9"
"714","Panthera","20.3","0.2","0.7","2.7","5.6","2.9","10.5","0.8","2","4.6","0.9","1.7","2.6","0.1","0.1","2","0.5","1.4","1.1"
"5914","Robotic Warriors","20.3","0.8","4.5","2","5.5","2.7","11.9","0.4","1.4","4.7","1.4","5.3","1.2","0.5","1.1","0","0.9","0","0.9"
"6610","Robot Roll Call","20.3","1","3.4","1.7","3.5","2.6","10.8","0.8","2.9","7.3","-0.3","-0.4","2.6","-0.3","0.3","0.6","0.1","0.4","0.1"
"6962","RobotX","20.3","0.8","3","1.2","3.1","2","8","0.4","1.9","5.5","0.1","0.6","1.8","-0.4","0.5","0.7","4.7","0.8","4.1"
"322","Team F.I.R.E.","20.3","-0.2","-0.6","2.3","6.8","2.2","7.1","0.2","2.4","7","-0.2","-0.8","1.4","0.2","0.6","1","0.5","0.2","0.4"
"4388","FIRST TEAM 4388 - Ridgebotics","20.3","0.8","3.6","1.9","5.6","2.7","12.1","0.6","0.5","1.8","2.2","7.4","1.2","0.9","0.6","2.2","1","2.2","1"
"949","Wolverine Robotics","20.2","0.9","3.8","1.1","3.4","2.1","8.3","0.2","-0.1","0","2.2","7.2","0.7","1","0.3","0","0.4","0","0.5"
"151","Tough Techs","20.2","0","0.3","2.6","7.3","2.6","10.5","0.6","2","4.8","0.6","2.8","1.6","0.3","0.7","0","0","0.2","0"
"7403","Lightning Blue Lizards","20.2","1","6.2","2.2","6.4","3.2","13","0.1","2.2","10.2","1","2.3","0.6","1.4","1.3","0.1","8.1","0.3","4.4"
"3522","CBoT´S4","20.2","0.9","5.5","2.2","7.8","3.1","12.1","-0.2","2.9","12.2","0.2","1","0.5","0.8","1.8","0","3","0","3.1"
"5744","RoboRunners","20.2","0.4","1.8","1.6","4.6","2","9.9","0.7","2.1","5.5","-0.1","0.9","1.4","0","0.7","0.7","0","0.8","0"
"6909","SAKURA Tempesta","20.2","0.9","4.4","1.7","4.4","2.6","10.4","0.3","2.1","6.4","0.5","2.5","1.9","-0.4","1.1","0.1","0.1","0.1","0.4"
"7822","Generals Robotics","20.2","0.6","3.3","1.3","4.4","1.9","9.9","0.4","0.8","2.8","1.1","4.9","0.9","-0.2","1.2","0.4","0.9","0.6","1.2"
"2632","SteeleBots","20.2","0.1","0","2.3","6.1","2.4","9.7","0.7","1.6","3.6","0.8","2.5","1.8","0.2","0.4","0","0.2","0","0.1"
"6619","GravitechX","20.2","0.8","3.1","2.1","5","2.9","12","0.8","2.6","6.7","0.3","1.4","2.6","-0.2","0.6","1","0.5","1.2","0.4"
"6844","Provotypes","20.2","0.5","1.3","2.8","7.9","3.3","12.7","0.7","3","8.4","0.3","0.8","2.6","0.1","0.7","0.1","2.1","0.1","2.1"
"3340","Union City MagneGeeks","20.2","0.6","1.6","1.9","5.1","2.5","8.6","0.4","1.3","4.1","1.2","2.6","1.8","0.5","0.2","5","2.3","3.8","2.2"
"7230","Mythic Mechanix","20.2","0.4","1.9","1.8","5.6","2.2","7.9","0.1","1.9","6.8","0.3","0.7","1.2","0.2","0.8","0.1","3.7","0.2","3.2"
